Name,2MASS Name,SDSS Name,PanSTARRS Name,Other Name,RA (h:m:s),Dec (d:m:s),RA,DEC,SpT,SpT_Type,radius,e_radius,log_g,e_log_g,Teff,e_Teff,Mass,e_Mass,LACEwING,D_Trig,e_D_Trig,pmRA,e_pmRA,pmDE,e_pmDE,SDSS_u,e_SDSS_u,SDSS_g,e_SDSS_g,SDSS_r,e_SDSS_r,SDSS_i,e_SDSS_i,SDSS_z,e_SDSS_z,PanSTARRS_y,e_PanSTARRS_y,J,e_J,H,e_H,K,e_K,MKO_H,e_MKO_H,InDwarfArchive,L_T Transition,Priority,Declination,Visible,Ltflag,Jflag,Ranking,Star,Min,Max,R,Source,Filename,Filename2,WISE Name,Peculiarities,Member,Quality,LACEwING probability,WISE_W1,e_WISE_W1,WISE_W2,e_WISE_W2,WISE_W3,e_WISE_W3,WISE_W4,Young,Gaia_G,HRV,e_HRV,Polarized Filter,Polarized %,e_Polarized %,Polarized Angle,Comments,Polarization,Polflag,e_Gaia_G,MKO_J,e_MKO_J,IRAC3p6,e_IRAC3p6,IRAC4p5,e_IRAC4p5,e_WISE_W4,MKO_K,e_MKO_K,Instrument,MKO_Y,e_MKO_Y,Q/I,e_Q/I,U/I,e_U/I,Variable,e_Variable,Variable%,Variable_period,Varflag,IRAC5p8,e_IRAC5p8,IRAC8,e_IRAC8,e_Variable_period,Sp Note,MKO_L,e_MKO_L
J0233+3030,02331819+3030308,023318.08+303030.5,023318.043+303030.462,WISE J023318.05+303030.5,02 33 18.197,+30 30 30.90,38.325822,30.508583,T6,NIR,,,,,,,,,(None),,,-147.2,29.4,-28,36.9,23.321,0.652,25.555,0.534,25.36,0.724,23.062,0.454,20.821,0.043,19.172,0.035,16.852,0.144,17.182,,17.042,,,,,NIR,1,D,,1,0,1,,,,,,,,J023318.06+303030.4,,,,,16.403,0.066,14.341,0.046,12.025,,8.874,,,,,,,,,,,,,,,15.63,0.03,14.35,0.02,,,,,,,,,,,,,,,,,,,,,,,
2MASS J02340093-6442068,02340093-6442068,,,02340093-6442068,02 34 01.142,-64 42 07.13,38.5047578,-64.7019798,L0 (gamma),Opt,1.62,0.11,4.25,0.22,1848,229,15.97,4.29,Tuc-Hor,,,88,12,-15,12,,,,,,,,,,,,,15.325,0.063,14.442,0.056,13.852,0.069,,,X,,1,,X,,0,,,,,,,,,J023401.09-644207.0,Young,Tuc-Hor,Likely Member,86,13.271,0.024,12.93,0.024,12.572,0.31,9.206,Tuc-Hor,20.138,11.762,0.721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0235-0849,02354756-0849198,023547.58-084919.7,023547.535-084919.703,,02 35 47.539,-08 49 19.71,38.9480781,-8.8221417,L2,Opt,,,,,,,,,(None),,,-31.5,11,10,10.5,26.592,0.589,22.565,0.859,21.887,0.047,19.895,0.013,18.42,0.006,17.442,0.013,15.571,0.055,14.812,0.056,14.191,0.067,,,X,,,D,X,,0,,,,,,,,,J023547.54-084919.7,,,,,13.779,0.025,13.499,0.031,12.29,,9.315,,20.154,22.8,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0235-2331,02355993-2331205,,023600.038-233120.077,GJ 1048 B,02 35 59.934,-23 31 20.52,38.999725,-23.522367,L1,Opt,,,,,,,,,(None),21.27,0.43,84.53,0.98,13.04,0.77,,,,,,,17.404,0.033,16.164,0.048,15.39,0.052,12.69,,12.725,0.202,12.186,0.081,,,X,,,W,,,1,,GJ1048B,0.652861,2.56251,244.7,SpeX,spex-prism_GJ1048B_20061223_BUR08B.txt,,,Companion,,,,,,,,,,,,,15.4,0.1,,,,,Located 3.75 S and 11.34 W of GJ 1048A (Gizis et al 2001),,,,,,,,,,,,,SpeX Prism,,,,,,,,,,,,,,,,,,,
J0236+0048,02361794+0048548,023618.01+004853.1,023618.039+004852.701,SDSSp J023617.93+004855.0,02 36 17.940,+00 48 54.82,39.074751,0.815228,L6,Opt,,,,,,,,,(None),,,129.7,15,-190.1,14.5,24.772,0.817,25.117,0.555,22.041,0.222,21.411,0.033,19.238,0.015,18.138,0.025,16.098,0.077,15.265,0.066,14.666,0.091,,,X,Opt,,D,,,0,,0236+00,0.521,2.52233,348.3,Leggett,L6.5_SDSS0236+00.txt,,J023618.03+004852.8,Strong Candidate L5 + T2: Binary,,,,13.831,0.025,13.409,0.032,12.655,0.477,9.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WISEA J023749.81-260543.8,02374987-2605431,,023749.791-260543.927,,02 37 49.873,-26 05 43.18,39.457805,-26.095329,L2,NIR,,,,,,,,,(None),,,-71,13.5,-55.8,11.1,,,,,,,21.304,0.04,19.856,0.018,19.006,0.028,16.777,0.173,15.61,0.135,14.768,0.121,,,,,,W,,,0,,,,,,,,,J023749.81-260543.8,Red,,,,14.229,0.026,13.848,0.032,12.901,,9.364,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSO J039.6-21,02383238-2146268,,023832.478-214629.090,,02 38 32.499,-21 46 29.47,39.6354135,-21.7748525,L2.6:,NIR,,,,,,,,,AB Dor,37,9,95.5,1.5,-150.4,4.3,,,,,21.567,0.06,19.122,0.008,17.492,0.007,16.549,0.01,14.8,0.036,14.164,0.044,13.778,0.05,14.24,0.05,,,,D,,,0,,,,,,,,,J023832.46-214628.7,,AB Dor,,23,13.444,0.024,13.123,0.027,12.091,0.234,9.384,AB Dor,19.22,,,,,,,,,,,14.73,0.04,,,,,,13.68,0.05,,,,,,,,,,,,,,,,,,,,
J0239-1735,02394245-1735471,,023942.503-173548.510,2MASSI J0239424-173547,02 39 42.518,-17 35 48.77,39.9271588,-17.5968795,L0,Opt,,,,,,,,,(None),31.15,4.56,42.2,8.1,-91.8,9.2,,,,,20.715,0.039,18.532,0.004,17.104,0.005,16.156,0.006,14.291,0.032,13.525,0.035,13.039,0.032,,,X,,,D,X,,0,,,,,,,,,J023942.49-173548.3,,,,,12.709,0.023,12.433,0.023,11.792,0.196,9.078,,18.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J024036.94+201929.0,02403676+2019309,024036.88+201929.1,024036.967+201928.845,,02 40 36.948,+20 19 29.02,40.1539491,20.3247283,L6.8,NIR,,,,,,,,,(None),,,258.4,13.9,-199.8,13.9,26.382,0.553,23.244,0.335,22.224,0.18,20.718,0.026,19.088,0.019,18.056,0.016,16.269,0.126,15.294,0.108,14.993,0.12,,,,NIR,,D,,,0,,,,,,,,,J024036.94+201929.0,,,,,14.492,0.029,13.988,0.04,11.994,,8.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0240-4253,02404759-4253377,,,,02 40 47.591,-42 53 37.73,40.198295,-42.893814,M6 (beta),NIR,2.22,0.07,4,1.5,2900,200,63.3,7.3,(None),,,,,,,,,,,,,,,,,,,12.199,0.024,11.657,0.022,11.302,0.023,,,,,,,,,1,,,,,,,,,J024047.71-425338.0,INT-G,THA,99.9,,11.095,0.023,10.851,0.021,10.576,0.079,9.105,THA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J02410564-5511466,02410564-5511466,,,02410564-5511466,02 41 05.648,-55 11 46.63,40.273532,-55.196285,L1 (gamma),NIR,1.57,0.02,5,0.5,1731,151,14.49,3.49,Tuc-Hor,,,96.5,5.2,-12.3,10.6,,,,,,,,,,,,,15.387,0.058,14.326,0.053,13.739,0.039,,,,,1,,X,,0,,02410564-5511466,0.89762497,2.4652267,1159.1,Montreal,J02410564-5511466.txt,,J024105.77-551146.7,"Red, Low-gravity (Young?)",Tuc-Hor,Likely Member,76,13.206,0.023,12.835,0.024,12.207,0.305,9.303,Tuc-Hor,,,,,,,,,,,,,,,,,,,,,FLAMINGOS-2,,,,,,,,,,,,,,,,,,,
2MASS J02411151-0326587,02411151-0326587,024111.58-032659.2,024111.589-032659.227,02411151-0326587,02 41 11.519,-03 26 58.78,40.297996,-3.449661,L0 (gamma),Opt,1.41,0.21,4.44,0.43,1787,172,27.68,16.67,Columba,54.05,6.14,73.7,1,-24.2,1.9,24.548,0.818,24.958,0.551,22.542,0.166,20.469,0.019,18.964,0.018,17.888,0.022,15.799,0.065,14.811,0.053,14.035,0.05,,,X,,1,D,X,,0,,,,,,,,,J024111.57-032659.2,VL-G,,,53,13.649,0.025,13.281,0.03,12.521,0.415,9.287,Columba,,6.34,7.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0241+2553,02415153+2553452,,024151.503+255343.103,LSPM J0241+2553 B,02 41 51.538,+25 53 45.29,40.464741,25.895914,L1,NIR,,,,,,,,,(None),,,-33.7,21.7,-147.3,25.6,,,,,,,21.091,0.084,19.939,0.046,19.034,0.093,17.027,0.18,16.028,0.18,15.331,0.149,,,,,,D,,,0,,,,,,,,,J024151.51+255343.3,Companion,,,,15.051,0.034,14.816,0.066,11.721,0.396,9.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0241-1241,02415367-1241069,,024153.953-124107.533,2MASSI J0241536-124106,02 41 53.677,-12 41 06.98,40.473653,-12.685272,L2,NIR,,,5.5,0.5,2100,200,,,(None),,,310.3,12,-40.6,9.8,,,,,21.705,,20.024,0.032,18.624,0.012,17.635,0.008,15.605,0.068,14.646,0.062,13.931,0.063,,,X,,,D,X,,0,,0241536-124106,0.653874,2.56388,244.9,SpeX,spex-prism_2MASSIJ0241536-124106_20060820_BUR08B.txt,,024153.92-124107.4,,,,,13.618,0.026,13.311,0.029,13.14,0.496,,,,,,,,,,,,,,,,,,,,,,,SpeX Prism,,,,,,,,,,,,,,,,,,,
J0242+1607,02424355+1607392,,024243.698+160736.458,2MASSW J0242435+160739,02 42 43.553,+16 07 39.27,40.68147,16.127575,L1.5,Opt,,,,,,,,,(None),,,162.4,11.7,-178.8,12.4,,,,,,,20.11,0.016,18.623,0.014,17.678,0.005,15.776,0.053,14.998,0.054,14.349,0.058,,,X,,,D,X,,0,,,,,,,,,024243.68+160737.2,,,,,13.876,0.03,13.53,0.039,12.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0242+2123,02425693+2123204,024256.99+212319.1,024256.997+212318.953,,02 42 56.939,+21 23 20.43,40.737247,21.389008,L4,NIR,,,,,,,,,(None),,,66.8,27.4,-105.8,29.9,24.267,0.949,25.323,0.773,23.854,0.515,22.493,0.266,20.447,0.04,19.398,0.021,16.977,0.195,15.938,0.174,15.474,0.234,,,X,,,D,,,0,,0242+21,0.78159,2.56272,251.6,Leggett,L4_SDSS0242+21.txt,spex-prism_SDSSJ024256.98+212319.6_20051105_CHI06A.txt,J024257.00+212319.0,,,,,14.748,0.031,14.295,0.046,12.47,,8.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0243-2453,02431371-2453298,,024313.437-245332.411,2MASSI J0243137-245329,02 43 13.718,-24 53 29.84,40.807158,-24.891621,T6,NIR,0.94,0.16,4.99,0.47,972,83,43.59,26.41,(None),10.68,0.41,-287.77,3.53,-207.54,2.92,,,,,,,,,19.825,0.011,17.951,0.021,15.381,0.05,15.137,0.109,15.216,0.168,15.14,0.11,X,NIR,1,W,X,1,0,1,0243137-245329,0.657348,2.55965,244.6,SpeX,spex-prism_2MASSIJ0243137-245329_20030917_BUR04B.txt,,024313.47-245331.9,,,,,14.67,0.031,12.923,0.027,11.557,0.118,,,,,,,,,,,,,,,,,,,,,,,SpeX Prism,,,,,,,,,,,,,,,,,,,
J0244-3548,02441019-3548036,,,,02 44 10.290,-35 48 03.98,41.0428754,-35.8011063,L2p,NIR,,,4.5,0.5,1700,100,,,(None),,,,,,,,,,,,,,,,,,,15.342,0.049,14.419,0.044,13.794,0.049,,,,,,W,,,0,,,,,,,,,J024410.26-354803.8,FLD-G,Field,,,13.429,0.024,13.157,0.025,12.544,0.388,9.083,Field,19.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J024502.87-744519.3,,,,,02 45 02.877,-74 45 19.39,41.2619891,-74.7553852,L7.2,NIR,,,,,,,,,(None),,,197.7,22.1,235.3,21.2,,,,,,,,,,,,,17.659,,16.072,0.206,15.199,,,,,NIR,,,,,0,,,,,,,,,J024502.87-744519.3,,,,,14.497,0.026,13.956,0.03,12.932,0.418,9.539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0245-3450,,,024512.372-345104.404,WISE J024512.62-345047.8,02 45 12.623,-34 50 47.81,41.3025953,-34.8466131,T8,NIR,,,,,,,,,(None),,,,,,,,,,,,,21.051,0.073,,,,,,,,,,,,,,,,W,,,0,,,,,,,,,J024512.62-345047.8,,,,,17.028,0.098,14.5,0.047,12.184,0.327,8.952,,,,,,,,,,,,,17.77,0.09,16.05,0.03,14.59,0.02,,,,,,,,,,,,,,,,,,,,,,,
J0245+0653,,,024556.877+065400.177,ULAS J024557.88+065359.4,02 45 57.854,+06 53 59.27,41.4910593,6.8997964,T7,NIR,,,,,,,,,(None),,,,,,,,,,,21.825,0.151,21.841,0.078,21.28,0.014,,,,,,,,,18.95,0.17,,,,D,,,0,,,,,,,,,J024557.85+065359.2,,,,,18.877,,16.079,0.189,12.045,,8.867,,,,,,,,,,,,,18.36,0.04,,,,,,,,,19.43,0.1,,,,,,,,,,,,,,,,,
J041.5426+01.9456,02461021+0156447,024610.24+015644.4,024610.240+015644.252,PSO J041.5426+01.9456,02 46 10.217,+01 56 44.76,41.542571,1.945766,L8.5,Opt,,,,,,,,,(None),,,28,13,-50,12,25.402,0.486,29.031,0.423,25.408,0.372,22.583,0.14,20.119,0.028,19.066,0.032,16.876,,15.874,0.163,15.014,0.131,,,,Opt,,D,,,0,,,,,,,,,J024610.24+015644.3,,,,,14.285,0.027,13.689,0.036,11.995,0.365,9.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0247-0107,,,024703.421-010700.879,ULAS J024703-010701,02 47 03.00,-01 07 01.0,41.7625,-1.116944,L4.5,NIR,,,,,,,,,(None),,,,,,,,,,,,,,,20.946,0.084,19.905,0.033,,,,,,,,,,,,D,,,0,,0247-16,0.800538,2.55671,251.9,Leggett,T2_SDSS0247-16.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0247+3725,,,024714.165+372514.647,WISE J024714.52+372523.5,02 47 14.544,+37 25 23.48,41.8106006,37.4231892,T8,NIR,,,,,,,,,(None),,,,,,,,,,,,,,,21.496,0.233,,,18.44,0.17,18.24,0.19,18.37,0.3,,,,,,D,,,0,,,,,,,,,J024714.54+372523.4,,,,,18.485,0.434,14.624,0.064,12.354,,8.944,,,,,,,,,2MASS JHK Photometry from the 2MASS camera at Bigelow,,,,,,16.7,0.04,14.56,0.02,,,,,,,,,,,,,,,,,,,,,,,
J0247-1631,02474978-1631132,024749.90-163112.6,024750.048-163111.348,,02 47 49.787,-16 31 13.28,41.957445,-16.520355,T2,NIR,,,,,,,,,(None),,,264.9,22.1,153.3,24.3,,,,,,,,,20.475,0.108,19.247,0.038,17.186,0.183,16.17,0.139,15.616,0.193,,,X,NIR,1,D,,1,0,1,024749.90-163112.6,0.800538,2.55671,251.9,SpeX,spex-prism_SDSSJ024749.90-163112.6_20050814_CHI06A.txt,,024750.00-163111.4,Candidate T0 + T7 Binary,,,,15.277,0.038,14.369,0.045,13.044,,,,,,,,,,,,,,,,,,,,,,,,SpeX Prism,,,,,,,,,,,,,,,,,,,
0248-1651,02484100-1651216,024840.98-165123.7,024840.924-165118.314,LP 771-21,02 48 41.003,-16 51 21.68,42.170847,-16.856022,M8e,,1.08,0.06,5.22,0.11,2365,125,78.26,12.51,(None),,,,,,,25.713,0.809,20.756,0.036,19.002,0.012,21.611,0.007,14.644,0.004,,,12.551,0.022,11.872,0.022,11.422,0.021,,,,,,D,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J02501167-0151295,02501167-0151295,025011.72-015130.0,025011.743-015130.122,02501167-0151295,02 50 11.673,-01 51 29.56,42.548639,-1.858212,M7 (beta),NIR,1.91,0.06,4.5,1,2821,242,103.42,16.17,(None),33.11,4.93,62.7,8.7,-30.6,9,24.053,0.768,19.769,0.013,18.462,0.008,16.053,0.003,14.947,0.004,14.348,0.003,12.886,0.028,12.278,0.023,11.909,0.019,,,,,1,D,X,,1,1,02501167-0151295,0.8949331,2.4714367,1138.5,Montreal,J02501167-0151295.txt,,J025011.72-015130.0,"Red, Low-gravity (Young?)",BPMG,92.9,,11.709,0.023,11.455,0.023,11.321,0.243,9.078,BPMG,,,,,,,,,,,,,,,,,,,,,FLAMINGOS-2,,,,,,,,,,,,,,,,,,,
J0250+1620,02505444+1620443,,025053.280+162049.279,CFBDS J025053.33+162050.7,02 50 53.302,+16 20 50.03,42.7220918,16.3472307,T2.5,NIR,,,,,,,,,(None),,,-2,61.8,36.1,67.1,,,21.886,0.167,20.732,0.028,19.52,0.007,18.945,0.013,18.621,0.019,,,,,,,,,X,NIR,1,D,,1,0,1,,,,,,,,J025053.30+162050.0,,,,,16.179,0.056,15.472,0.106,12.303,,8.641,,,,,,,,,,,,,,,,,,,0.415,,,,,,,,,,,,,,,,,,,,,,
0251+0047,,025113.29-004738.7,025113.090+004735.685,2MASS J02511327+0047364,02 51 13.27,-00 47 36.4,42.805292,-0.7934444,,,1.28,0.09,5.2,0.06,2811,180,102.13,13.54,(None),,,,,,,22.083,0.223,26.172,0.383,23.701,0.439,19.77,0.055,23.936,0.377,,,,,,,,,,,,,,D,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0251-0352,02511490-0352459,,025116.434-035251.873,2MASSI J0251148-035245,02 51 14.909,-03 52 45.94,42.812119,-3.879427,L3,Opt,,,,,,,,,(None),,,1128.08,15.94,-1826.51,17.38,,,20.491,0.066,19.794,0.035,19.494,0.023,19.3,0.047,19.183,0.034,13.059,0.027,12.254,0.024,11.662,0.019,,,X,,,D,X,,1,1,,,,,,,,025115.76-035307.0,,,,,11.148,0.023,10.851,0.021,10.42,0.067,,,,1.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J02512861-0818254,02512861-0818254,025128.61-081825.8,025128.709-081827.121,,02 51 28.613,-08 18 25.48,42.869222,-8.307077,L5:,NIR,,,,,,,,,(None),,,112.1,12.7,-121.5,10.3,24.059,0.954,25.092,0.674,23.158,0.337,20.865,0.053,19.503,0.021,18.558,0.026,16.571,0.117,15.468,0.092,14.941,0.118,,,,NIR,,D,,,0,,,,,,,,,J025128.69-081827.0,,,,,14.66,0.029,14.555,0.051,12.92,,9.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J02530084+1652532,02530084+1652532,,025300.669+165256.279,02530084+1652532,02 53 00.849,+16 52 53.28,43.253536,16.881466,M7 (beta),NIR,1.2,0.09,5.22,0.07,2641,210,90.37,13.88,(None),3.84,0.04,1512.4,40.6,430.5,44.7,,,21.157,0.123,,,,,,,15.898,0.179,8.394,0.027,7.883,0.04,7.585,0.046,,,,,1,D,X,,2,2,,,,,,,,025303.27+165214.2,"Red, Low-gravity (Young?)",Field,,,7.322,0.027,7.057,0.02,6.897,0.017,6.718,Field,,,,,,,,,,,,,,,,,,0.076,,,,,,,,,,,,,,,,,,,,,,
J0253-7959,02534448-7959133,,,,02 53 44.488,-79 59 13.31,43.435368,-79.98703,M6p,NIR,,,,,,,,,(None),,,,,,,,,,,,,,,,,,,11.336,0.023,10.74,0.023,10.379,0.021,,,,,,,,,2,,,,,,,,,J025344.79-795912.4,FLD-G,Field,,,10.179,0.023,9.971,0.02,9.776,0.039,9.08,Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J02535980+3206373,02535980+3206373,025359.86+320636.5,025359.907+320635.907,02535980+3206373,02 53 59.802,+32 06 37.31,43.499173,32.110363,M7 (beta),Opt,1.9,0.45,4.49,0.52,2627,362,65.02,47.48,AB Dor,56.5,7.98,87,10,-96,10,22.642,0.346,20.407,0.033,19.044,0.013,16.778,0.002,15.688,0.003,15.075,0.005,13.616,0.024,12.931,0.022,12.55,0.025,,,,,1,D,X,,1,1,,,,,,,,J025359.89+320636.0,"Red, Low-gravity (Young?)",,,48,12.33,0.023,12.152,0.025,11.878,0.361,8.503,AB Dor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0254-1826,02540024-1826026,,025400.536-182526.065,CFBDS J025401.67-182529.2,02 54 01.742,-18 25 28.92,43.5072598,-18.4246997,T6.5,NIR,,,,,,,,,(None),,,205.3,38.04,17.02,43.97,,,,,,,21.788,0.009,,,,,,,,,,,18.49,0.05,X,NIR,1,D,,1,0,1,,,,,,,,J025401.74-182528.9,,,,,17.838,0.166,15.601,0.09,12.569,,9.412,,,,,,,,,,,,,18.27,0.06,,,,,,18.37,0.04,,,,,,,,,,,,,,,,,,,,
0254+0223,,,025409.575+022358.727,WISEPA J025409.45+022359.1,02 54 09.556,+02 23 58.58,43.5398152,2.3996059,T8,NIR,0.97,0.17,4.75,0.59,621,73,31.22,23.15,(None),7.42,0.82,2494.79,46.01,275.87,46.86,,,,,,,,,20.886,0.03,18.956,0.049,16.557,0.156,15.884,0.199,16.006,0.05,16.3,0.01,X,,,D,,,0,,,,,,,,,J025409.55+022358.5,,,,,15.807,0.048,12.758,0.026,11.357,0.139,9.275,,,,,,,,,,,,,15.91,0.03,14.692,0.021,12.71,0.017,,16.73,0.05,,17,0.01,,,,,,,,,,,,,,,,,
0255-4700,02550357-4700509,,,DENIS-P J0255-4700,02 55 03.579,-47 00 50.99,43.764913,-47.014164,L9,NIR,0.97,0.12,5.09,0.4,1290,78,49.92,24.8,(None),4.97,0.1,999.6,2.82,-565.55,3.82,,,,,,,,,,,,,13.246,0.027,12.204,0.024,11.558,0.024,,,X,NIR,1,,X,1,1,,0255-4700,0.815175,2.417365,1789.6,IRTF,L8_DENISJ0255-4700.txt,,025504.73-470057.0,,,,,10.725,0.022,10.171,0.021,9.163,0.025,,,,,,I,0.167,0.04,80.6,,P,2,,,,,,,,,,,SpeX,,,,,,,,,,,,,,,,,,,
J0255+0616,,,025544.516+061654.110,ULAS J025545.28+061655.8,02 55 45.274,+06 16 55.68,43.9386396,6.2821338,T6,NIR,,,,,,,,,(None),,,,,,,,,,,,,20.909,0,,,,,,,,,,,18.4,0.02,,NIR,1,D,,1,0,1,,,,,,,,J025545.27+061655.6,,,,,17.732,0.193,15.274,0.09,12.422,,8.824,,,,,,,,,,,,,18.04,0.03,,,,,,,,,19.15,0.07,,,,,,,,,,,,,,,,,
J0255-1730,02555774-1730059,,025558.536-173021.444,CFBDS J025558.46-173020.2,02 55 58.520,-17 30 21.74,43.9938334,-17.5060396,T1,NIR,,,,,,,,,(None),,,-0.5,15.6,3.1,17.4,,,,,,,21.024,0.254,21.183,0.193,19.811,0.047,,,,,,,,,X,NIR,1,D,,1,0,1,,,,,,,,J025558.52-173021.7,,,,,15.506,0.036,14.794,0.053,12.771,,8.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0256+0110,02560189+0110467,025601.93+011046.0,025601.948+011045.721,,02 56 01.892,+01 10 46.71,44.007883,1.179642,L0,Opt,,,,,,,,,(None),,,54.3,28,-76.4,26.7,24.637,1.21,21.176,0.47,19.714,0.181,20.456,0.018,19.029,0.012,18.131,0.014,16.212,0.102,15.696,0.184,15.216,0.175,,,X,,,D,,,0,,,,,,,,,J025601.93+011045.7,,,,,14.946,0.031,14.624,0.052,12.276,0.462,9.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J025635.13-663443.9,02563468-6634426,,,,02 56 35.135,-66 34 43.92,44.1463943,-66.5788662,L0.2,NIR,,,,,,,,,(None),,,247.5,7.7,-117.7,7,,,,,,,,,,,,,14.907,0.059,14.362,0.064,14.072,0.075,,,,,,,,,0,,,,,,,,,J025635.13-663443.9,,,,,13.608,0.024,13.271,0.027,12.213,,9.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0257-1248,,,025718.220-124855.738,CFBDS J025718.08-124853.1,02 57 18.187,-12 48 54.52,44.3257806,-12.815145,T3.5,NIR,,,,,,,,,(None),,,,,,,,,,,,,,,21.534,0.173,20.151,0.124,,,,,,,,,X,NIR,1,D,,1,0,1,,,,,,,,J025718.18-124854.5,,,,,16.528,0.06,15.481,0.087,12.563,,8.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0257-3105,02572581-3105523,,025726.398-310548.121,,02 57 25.818,-31 05 52.34,44.357577,-31.097872,L8,Opt,,,,,,,,,(None),10.03,0.67,602.11,160.31,376.24,160.79,,,,,,,20.209,0.03,17.765,0.011,16.697,0.016,14.672,0.039,13.518,0.032,12.876,0.032,,,X,Opt,1,W,X,1,0,1,02572581-3105523,0.655695,2.56636,245.3,SpeX,spex-prism_2MASSJ02572581-3105523_20030905_SEI07A.txt,,025726.32-310548.6,,,,,12.018,0.023,11.591,0.021,10.596,0.052,,,,,,,,,,,,,,,,,,,,,,,SpeX Prism,,,,,,,,,,,,,,,,,,,
J0258-1455,,,025806.034-145535.187,CFBDS J025805.92-145534.3,02 58 06.005,-14 55 34.79,44.5250216,-14.9263317,T1.5,NIR,,,,,,,,,(None),,,,,,,,,,,,,,,20.989,0.024,19.569,0.058,,,,,,,,,X,NIR,1,D,,1,0,1,,,,,,,,J025806.00-145534.7,,,,,15.381,0.037,14.657,0.056,12.973,0.486,9.413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0258-1520,02583123-1520536,,025831.299-152054.545,,02 58 31.237,-15 20 53.61,44.630153,-15.348225,L3 (beta),NIR,1.5,0.02,5,0.5,1700,100,13,0.3,Tuc-Hor,,,62.5,9.8,-58.1,9.7,,,,,,,20.599,0.023,19.139,0.019,18.177,0.022,15.908,0.073,14.866,0.06,14.192,0.055,,,,,1,D,X,,0,,02583123-1520536,0.80493218,2.5807316,681.2,Montreal,J02583123-1520536.txt,,J025831.29-152054.4,"Red, Low-gravity (Young?)",THA,88.9,30,13.644,0.025,13.213,0.027,12.55,0.363,9.414,Tuc-Hor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0258-1826,,,025840.636-182648.018,CFBDS J025840.60-182648.3,02 58 40.640,-18 26 48.38,44.6693316,-18.4467723,T2.5,NIR,,,,,,,,,(None),,,,,,,,,,,,,,,21.2,0.044,19.931,0.057,,,,,,,,,X,NIR,1,D,,1,0,1,,,,,,,,J025840.63-182648.3,,,,,16.041,0.048,15.009,0.062,12.525,,9.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0259-4232,02590146-4232204,,,,02 59 01.538,-42 32 20.46,44.7564093,-42.5390177,M5 (gamma),NIR,,,,,,,,,chi01 For,,,49.464,3.322,-2.501,3.322,,,,,,,,,,,,,12.239,0.027,11.667,0.023,11.378,0.021,,,,,,,,,1,,,,,,,,,J025901.51-423220.3,VL-G,COL,8.6,68,11.1,0.023,10.752,0.02,9.359,0.032,7.515,Columba,15.193,,,,,,,,,,0.003,,,,,,,0.106,,,,,,,,,,,,,,,,,,,,,,
