Name,2MASS Name,WISE Name,SDSS Name,Other Name,DiscRef,RA (h:m:s),Dec (d:m:s),RA,DEC,SpT,SpT_Type,r_SpT,Peculiarities,r_Peculiarities,Member,Quality,r_Member,LACEwING,LACEwING probability,D_Trig,e_D_Trig,r_D_Trig,pmRA,e_pmRA,pmDE,e_pmDE,r_pm,HRV,e_HRV,r_RV,WISE_W1,e_WISE_W1,WISE_W2,e_WISE_W2,WISE_W3,e_WISE_W3,WISE_W4,e_WISE_W4,SDSS_u,e_SDSS_u,SDSS_g,e_SDSS_g,SDSS_r,e_SDSS_r,SDSS_i,e_SDSS_i,SDSS_z,e_SDSS_z,IRAC3p6,e_IRAC3p6,r_IRAC3p6,IRAC4p5,e_IRAC4p5,r_IRAC4p5,IRAC5p8,e_IRAC5p8,r_IRAC5p8,IRAC8,e_IRAC8,r_IRAC8,MKO_Y,e_MKO_Y,r_MKO_Y,J,e_J,H,e_H,K,e_K,JHKRef,MKO_J,e_MKO_J,MKO_H,e_MKO_H,MKO_K,e_MKO_K,MKORef,MKO_L,e_MKO_L,r_MKO_L,Variable,e_Variable,r_Variable,Variable_period,e_Variable_period,r_Variable_period,Polarized Filter,Polarized %,e_Polarized %,Polarized Angle,Q/I,e_Q/I,U/I,e_U/I,Polarization Ref,InDwarfArchive,Comments,L-T Transition,Young,Variable%,Polarization,Priority,Declination,Visible,Varflag,Polflag,Ltflag,Jflag,Ranking,Star,Min,Max,R,Instrument,Source,Filename,Filename2,Sp Note
J0027+0102,00275815+0102246,002758.12+010225.0,002800.37+010252.0,,Scholz2009,00 28 00.37,+01 02 52.0,7.001541,1.047778,L0,Opt,Scholz2009,,,,,,(None),,,,,164.36,25.07,10.63,15.57,Scholz2009,,,,15.325,0.05,15.113,0.111,>12.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.273,0.105,15.713,0.149,15.302,0.152,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,,,,,,,,,
J0028+1423,,,,ULAS J002828+142349,Day-Jones2013,00 28 28.00,+14 23 49.0,7.116667,14.396944,L8.5,NIR,Day-Jones2013,,,,,,(None),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIR,,,,1,D,,,,1,,1,,,,,,,,,
J0028+1501,00283943+1501418,002839.56+150141.6,,2MASSI J0028394+150141,Kirkpatrick2000,00 28 39.43,+15 01 41.8,7.164292,15.028278,L4.5,Opt,Kirkpatrick2000,,,,,,(None),,,,,204.3,16,-23,16.3,GagneBDs,,,,13.852,0.028,13.408,0.041,>12.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.507,0.108,15.256,0.088,14.556,0.073,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,0028+15,0.636,2.51916,769.8,,Leggett,L3_2MASS0028+15.txt,,
J0028-1927,00285545-1927165,002855.52-192716.2,,,Reid2008,00 28 55.45,-19 27 16.5,7.231042,-19.454583,L0:,Opt,Reid2008,,,,,,(None),,,,,98.3,10.5,38.8,11,GagneBDs,,,,12.504,0.025,12.233,0.025,11.848,0.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.191,0.026,13.331,0.029,12.845,0.029,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,,,,,,,,,
J0029+1456,,,,ULAS J002912+145605,Day-Jones2013,00 29 12.00,+14 56 05.0,7.3,14.934722,L1,NIR,Day-Jones2013,,,,,,(None),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,0,,,,,,,,,
J0030+2244,00302476+2244492,003024.93+224447.2,,HIP 2397 B,Deacon2014,00 30 24.77,+22 44 49.3,7.603199,22.747023,L0.5,NIR,Deacon2014,Companion,Deacon2014,,,,(None),,33.89,1.32,VanLeuuwen2007,178.4,8.6,-162.6,11.4,GagneBDs,,,,13.077,0.026,12.818,0.027,>12.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.586,0.036,13.975,0.047,>13.181,,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,X,,,,,0,,,,,,,,,
J0030-1450,00303013-1450333,003030.29-145033.4,,2MASS J00303013-1450333,Kirkpatrick2000,00 30 30.13,-14 50 33.3,7.625542,-14.842583,L4-L6 beta,NIR,Faherty2016,"Red, Low-gravity (Young?)",Faherty2016,,,,AB Dor,39,26.72,3.21,Vrba2004,244.99,3.58,-28.17,1.84,Vrba2004,,,,13.657,0.028,13.263,0.034,>12.275,,9.149,,,,,,,,,,,,,,,,,,,,,,,,,,,16.278,0.111,15.273,0.1,14.481,0.1,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,Opt,AB Dor,,,2,D,,,,1,,1,0030300-145033,0.649751,2.55834,244,SpeX Prism,SpeX,spex-prism_2MASSWJ0030300-145033_20070728_BUR10A.txt,,
J0030+3139,00304384+3139321,003043.78+313931.3,,2MASSW J0030438+313932,Kirkpatrick1999,00 30 43.84,+31 39 32.1,7.682667,31.658917,L2,Opt,Kirkpatrick1999,,,,,,(None),,,,,-49.43,14.74,-56.87,14.7,Jameson2008,,,,13.481,0.025,13.15,0.028,12.48,0.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.48,0.052,14.617,0.057,14.027,0.047,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,,,,,,,,,
J0031+5749,00310928+5749364,003110.04+574936.3,,WISE J003110.04+574936.3,Thompson2013 ; Best2013,00 31 10.06,+57 49 36.2,7.791922,57.826711,L8,NIR,Thompson2013,,,,,,(None),,,,,523,17,-1,16,Best2013,,,,12.414,0.024,11.841,0.021,11.303,0.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.954,0.037,13.779,0.039,13.215,0.027,2MASS,14.79,0.01,,,,,Best2013,,,,,,,,,,,,,,,,,,,,MKO J Photometry from UKIRT/WFCAM,NIR,,,,1,D,X,,,1,,1,,,,,,,,,
J0031-3840,00311925-3840356,003119.76-384036.1,,WISEPC J003119.76-384036.4 ; DENIS J0031192-384035 ; SIPS J0031-3840,Mart’n2010,00 31 19.25,-38 40 35.6,7.830208,-38.676556,L2.5,Opt,Mart’n2010,Blue,Kirkpatrick2011,,,,(None),,,,,550.5,7.2,-43,10.2,GagneBDs,,,,12.396,0.026,12.008,0.023,11.557,0.169,>8.76,,,,,,,,,,,,,,,,,,,,,,,,,,,14.101,0.029,13.399,0.022,12.924,0.033,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,W,X,,,,,0,,,,,,,,,
J0032+0219,00320509+0219017,003205.36+021858.5,,,Reid2008,00 32 05.09,+02 19 01.7,8.021208,2.317139,L1.5,Opt,Reid2008,,,,,,(None),,,,,417.03,15.03,-311.98,14.82,Jameson2008,,,,12.426,0.023,12.182,0.027,12.053,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.324,0.023,13.386,0.023,12.802,0.03,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,,,,,,,,,
J0032-2237,00324308-2237272,003243.16-223727.1,,2MASSI J0032431-223727,Kendall2003,00 32 43.08,-22 37 27.2,8.1795,-22.624222,L1,Opt,Kendall2003,,,,,,(None),,,,,115.05,26.23,20.29,15.75,Jameson2008,,,,13.691,0.028,13.426,0.037,>12.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.388,0.048,14.512,0.046,13.962,0.05,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,W,X,,,,,0,,,,,,,,,
J0032-4405,00325584-4405058,003255.96-440506.5,,EROS-MP J0032-4405,Goldman1999,00 32 55.84,-44 05 05.8,8.232667,-44.084944,L0  gamma,Opt,Cruz2009,Young,Cruz2009,AB Dor,Likely Member,Faherty2016,AB Dor,38,46.2962963,15.43209877,Faherty2016,128.3,3.4,-93.4,3,Faherty2016,12.95,1.92,Faherty2016,12.82,0.025,12.49,0.025,11.726,0.187,9.289,,,,,,,,,,,,,,,,,,,,,,,,,,,14.776,0.032,13.857,0.032,13.269,0.036,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,AB Dor,,,1,,X,,,,,,,,,,,,,,
J0032+1410,00325937+1410371,003259.56+141037.2,,SDSSp J003259.36+141036.6,Geballe2002,00 32 59.37,+14 10 37.1,8.247375,14.176972,L8,NIR,Geballe2002,,,,,,(None),,33.18,5.68,Vrba2004,273,6.85,39.19,3.57,Vrba2004,,,,14.261,0.032,13.669,0.042,>12.220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.83,0.168,15.648,0.142,14.946,0.109,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,NIR,,,,1,D,,,,1,,1,003259.36+141036.6,0.647989,2.556,243.6,SpeX Prism,SpeX,spex-prism_SDSSpJ003259.36+141036.6_20071111_BUR10A.txt,,
J0033-1521,00332386-1521309,003324.08-152130.5,,2MASS J00332386-1521309,Gizis2003,00 33 23.86,-15 21 30.9,8.349417,-15.358583,L4  beta,Opt,Cruz2009,Young?,Cruz2009,,Rejected Argus,Gagne2014a ; ZapateroOsorio2014,(None),,40.32,4.06,ZapateroOsorio2014,309.5,10.4,28.9,18.3,Faherty2016,-6.37,0.4,Faherty2016,12.801,0.025,12.479,0.027,11.888,0.247,8.879,,,,,,,,,,,,,,,,,,,,,,,,,,,15.286,0.055,14.208,0.051,13.41,0.038,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,"Red, low-gravity",,,1,D,X,,,,,0,,,,,,,,,
J0034-0052,,003402.78-005208.1,,ULAS J003402.77-005206.7,Warren2007,00 34 02.77,-00 52 06.1,8.511542,-0.868352,T8.5,NIR,Warren2007,,,,,,(None),,14.56,0.3,Dupuy2012,-120.46,51.49,-349.84,50.18,Warren2007,,,,17.471,0.29,14.5,0.079,>12.058,,>8.676,,,,,,,,,,,,,,,,,,,,,,,,18.9,0.1,Warren2007,,,,,,,,18.15,0.03,18.49,0.04,18.48,0.05,Warren2007,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,,,,,,,,,
J0034-4102,00344300-4102266,,,,,00 34 43.00,-41 02 26.6,8.679167,-41.040722,L1 beta,NIR,Faherty2016,"Red, Low-gravity (Young?)",Faherty2016,,,,Tuc-Hor,50,,,,93.9,7.9,-41.2,10.8,Faherty2016,,,,13.498,0.026,13.098,0.03,12.596,0.394,9.285,,,,,,,,,,,,,,,,,,,,,,,,,,,15.707,0.066,14.807,0.064,14.084,0.056,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tuc-Hor,,,1,,X,,,,,,00344300-4102266,0.89734524,2.4656956,1146.2,FLAMINGOS-2,Montreal,J00344300-4102266.txt,,
J0034+0523,00345157+0523050,003452.02+052307.0,,,Burgasser2004,00 34 51.57,+05 23 05.0,8.714876,5.384722,T6.5,NIR,Burgasser2006,,,,,,(None),,9.49,0.68,Faherty2012,646.72,58.92,210.13,48.81,Burgasser2004,,,,15.061,0.041,12.52,0.028,11.302,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.535,0.043,15.443,0.082,>16.243,,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,NIR,,,,1,D,X,,,1,,1,00345157+0523050,0.658001,2.56053,244.8,SpeX Prism,SpeX,spex-prism_2MASSJ00345157+0523050_20030905_BUR04B.txt,,
J0034-0706,00345684-0706013,003456.99-070602.9,,2MASSI J0034568-070601,Kendall2003,00 34 56.84,-07 06 01.3,8.736833,-7.100361,L3,Opt,Kendall2003,,,,,,(None),,,,,196.9,10.8,-141.8,10.2,GagneBDs,,,,13.286,0.026,12.914,0.029,12.061,0.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.531,0.059,14.566,0.041,13.942,0.065,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,,,,,,,,,
J0035+1447,,,003524.44+144739.8,,Hawley2002,00 35 24.40,+14 47 39.7,8.851667,14.794361,L0,Opt,Hawley2002,Galactic Extinction > 0.2 mag,West2008,,,,(None),,,,,,,,,,,,,,,,,,,,,25.07,0.95,25.09,0.67,23.88,0.62,21.11,0.08,19.31,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,,,,,,,,,
J0036+2413,00360925+2413434,003609.27+241343.1,003609.26+241343.3,,Chiu2006,00 36 09.25,+24 13 43.4,9.038541,24.228722,L5.5,NIR,Chiu2006,,,,,,(None),,,,,22.1,25.6,-24,27.7,GagneBDs,,,,14.793,0.035,14.449,0.057,>12.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.033,0.203,16.108,0.204,15.657,0.195,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,003609.26+241343.3,0.7824,2.56065,251.4,SpeX Prism,SpeX,spex-prism_SDSSJ003609.26+241343.3_20050811_CHI06A.txt,,
J0036+1821,00361617+1821104,003616.78+182111.7,,2MASSW J0036159+182110,Reid2000,00 36 16.17,+18 21 10.4,9.067376,18.352889,L3.5,Opt,Kirkpatrick2000,,,,,,(None),,8.76,0.06,Dahn2002,899.13,0.63,119.97,1.57,Dahn2002,19,0.2,Blake2010,10.516,0.024,10.237,0.02,9.931,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.466,0.025,11.588,0.028,11.058,0.019,2MASS,,,,,,,,,,,,,,,,,R,0.62,0.33,,0.6,0.03,0.13,0.33,Zapatero-Osorio2005,X,,,,,P,,D,X,,2,,1,3,0036+1821,0.814107,4.124671,2023.6,SpeX,IRTF,L3.5_2MASSJ0036+1821.txt,2mass0036.dat,
J0037-0054,,,,ULAS J003716-005405,Day-Jones2013,00 37 16.00,-00 54 05.0,9.316667,-0.901389,L3,NIR,Day-Jones2013,,,,,,(None),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,0,,,,,,,,,
J0037-5846,00374306-5846229,003743.15-584623.2,,2MASS J00374306-5846229,Reid2008,00 37 43.06,-58 46 22.9,9.429417,-58.773028,L0  gamma,Opt,Cruz2009,Young,Cruz2009,,,,(None),,,,,57,10,17,5,Faherty2016,6.62,0.07,Faherty2016,13.125,0.026,12.738,0.027,12.557,0.38,9.324,,,,,,,,,,,,,,,,,,,,,,,,,,,15.374,0.05,14.259,0.051,13.585,0.044,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,"Red, low-gravity",,,1,,X,,,,,,,,,,,,,,
J0038-6403,00381489-6403529,,,,,00 38 14.89,-64 03 52.9,9.562042,-64.064694,M9.5 beta,NIR,Faherty2016,"Red, Low-gravity (Young?)",Faherty2016,Tuc-Hor,Likely Member,Faherty2016,Tuc-Hor,64,,,,87.1,3.8,-35.3,10.5,Faherty2016,,,,12.904,0.024,12.539,0.024,11.746,0.175,9.374,,,,,,,,,,,,,,,,,,,,,,,,,,,14.523,0.03,13.867,0.045,13.395,0.033,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tuc-Hor,,,1,,X,,,,,,00381489-6403529,0.89421314,2.4703751,1152.5,FLAMINGOS-2,Montreal,J00381489-6403529.txt,,
J0038+2758,,003829.05+275852.1,,WISE J003829.05+275852.1,Mace2013,00 38 29.07,+27 58 52.0,9.621117,27.98112,T9,NIR,Mace2013,,,,,,(None),,,,,,,,,,,,,18.04,0.29,14.38,0.05,12.46,0.31,>8.78,,,,,,,,,,,,16.45,0.04,Mace2013,14.41,0.02,Mace2013,,,,,,,,,,,,,,,,,18.61,0.02,18.92,0.04,,,Mace2013,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,0,,,,,,,,,
J0038+8405,,003830.54+840517.7,,WISE J003830.54+840517.7,Mace2013,00 38 30.69,+84 05 17.6,9.627863,84.088224,T6,NIR,Mace2013,,,,,,(None),,,,,,,,,,,,,17.53,0.17,15.34,0.09,>13.18,,>9.53,,,,,,,,,,,,16.33,0.04,Mace2013,14.99,0.02,Mace2013,,,,,,,,,,17.53,0.06,17.06,0.11,>16.50,,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,2MASS JHK Photometry from PAIRITEL,NIR,,,,1,W,,,,1,,1,,,,,,,,,
J0038+1343,00384398+1343395,003844.01+134339.0,003843.99+134339.5,,Hawley2002,00 38 43.97,+13 43 39.5,9.683208,13.727639,L1,Opt,Hawley2002,,,,,,(None),,,,,63.63,13.49,-41.01,12.22,Jameson2008,28,12.7,Schmidt2010,14.434,0.033,14.329,0.06,>12.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.908,0.068,15.203,0.072,14.758,0.102,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,,,,,,,,,
HD 3651 B,,,,HD 3651 B,Mugrauer2006 ; Luhman2006,00 39 19.11,+21 15 16.4,9.829614,21.254559,T7.5,NIR,Luhman2007,Companion,Luhman2006,,,,(None),,11.06,0.04,VanLeuuwen2007 (host),-461.11,0.66,-370.87,0.65,Perryman1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.16,0.03,16.68,0.04,16.87,0.05,Luhman2006,,,,,,,,,,,,,,,,,,,X,Companion to planet-host HD 3651; sep=43.07''+/-0.08'' @ 289.97+/-0.11deg in June 2006 (Mugrauer et al. 2006).,,,,,,D,,,,,,0,HD3651B,0.650857,2.5628,244.6,SpeX Prism,SpeX,spex-prism_HD3651B_20060903_BUR07B.txt,,
J0040+0900,00402492+0900547,004024.88+090054.8,,WISE J004024.88+090054.8,Mace2013,00 40 24.89,+09 00 54.5,10.103706,9.015137,T7,NIR,Mace2013,,,,,,(None),,,,,-61.4,36.1,13.3,34.7,GagneBDs,,,,16.055,0.083,13.922,0.069,>12.055,,>8.65,,,,,,,,,,,,15.07,0.02,Mace2013,13.76,0.02,Mace2013,,,,,,,,,,16.502,0.122,16.536,0.268,>15.738,0.05,2MASS,,,16.56,0.02,16.55,0.05,Mace2013,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,0,,,,,,,,,
J0040+1528,00405893+1528452,004059.01+152844.5,004058.93+152845.0,,Schmidt2010,00 40 58.93,+15 28 45.0,10.245542,15.479167,L1,Opt,Schmidt2010,,,,,,(None),,,,,113.3,32.8,-73.3,34,GagneBDs,-16,9.6,Schmidt2010,15.084,0.042,14.647,0.077,>12.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.96,0.213,15.583,0.152,15.601,0.226,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,,,,,,,,,
J0041+3547,00412179+3547133,,,,Burgasser2004,00 41 22.00,+35 47 13.0,10.341667,35.786944,sdM9,Opt,Burgasser2004,Subdwarf,Burgasser2004,,,,(None),,,,,-101.89,16.43,-16.69,13.25,Jameson2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.935,0.081,15.728,0.152,15.166,0.121,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,,,,,,,,,
J0041+1341,00415453+1341351,004154.40+134133.9,004154.54+134135.5,,Hawley2002,00 41 54.53,+13 41 35.1,10.477209,13.693083,L0,Opt,Hawley2002,,,,,,(None),,,,,-174.24,30.1,-137.61,30.74,Jameson2008,,,,12.886,0.026,12.63,0.027,>12.514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.454,0.031,13.673,0.036,13.236,0.024,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,X,,,,,0,,,,,,,,,
J0042+1459,00422118+1459236,004221.23+145923.6,004221.15+145923.9,,Hawley2002,00 42 21.18,+14 59 23.6,10.58825,14.989889,L1,Opt,Hawley2002,Galactic Extinction > 0.2 mag,West2008,,,,(None),,,,,77.1,34.8,1.5,37.4,GagneBDs,43.6,34.9,Schmidt2010;West2008,15.382,0.05,15.228,0.12,>12.542,,,,23.92,0.74,25.67,0.53,23.57,0.44,21.06,0.07,19.03,0.05,,,,,,,,,,,,,,,,16.679,0.155,16.093,0.181,15.579,0.201,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,D,,,,,,0,,,,,,,,,
J0042+1142,00425923+1142104,,,,,00 42 59.23,+11 42 10.4,10.746792,11.702889,M9 beta,NIR,Faherty2016,"Red, Low-gravity (Young?)",Faherty2016,,,,(None),,,,,92.9,17,-75.8,15.2,Faherty2016,,,,13.237,0.026,12.918,0.03,12.175,,9.151,,,,,,,,,,,,,,,,,,,,,,,,,,,14.754,0.036,14.074,0.042,13.514,0.027,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red, low-gravity",,,1,D,X,,,,,0,00425923+1142104,0.937014,2.42129,1816.3,SPeX,Montreal,J004259231142104.txt,,
J0043+2221,00432610+2221295,004326.25+222124.2,,WISEA J004326.26+222124.0,Kirkpatrick2014,00 43 26.26,+22 21 24.1,10.859433,22.356687,L1 sd,NIR,Kirkpatrick2014,Subdwarf,Kirkpatrick2014,,,,(None),,,,,174.5,9.5,-414.7,13.4,GagneBDs,,,,13.678,0.026,13.4,0.033,>12.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.871,0.038,14.226,0.039,13.931,0.063,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,X,,,,,0,,,,,,,,,
J0043+1411,,,,ULAS J004356+141118,Day-Jones2013,00 43 56.00,+14 11 18.0,10.983333,14.188333,L0,NIR,Day-Jones2013,,,,,,(None),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,0,,,,,,,,,
J0045+1634,00452143+1634446,004521.68+163444.4,,2MUCD 20037,Wilson2003b,00 45 21.43,+16 34 44.6,11.339292,16.579056,L2  beta,Opt,Cruz2009,Young,Cruz2009,Argus,Bona Fide,Gagne2014a ; ZapateroOsorio2014 ; Faherty2016,Argus,42,17.45,0.61,ZapateroOsorio2014,384.67,17.08,-26.22,12.14,Jameson2008,3.4,0.2,Blake2010,10.768,0.023,10.393,0.019,9.735,0.04,8.424,0.261,,,,,,,,,,,,,,,,,,,,,,,,,,13.059,0.019,12.059,0.034,11.366,0.019,2MASS,,,,,,,,,,,,,,,,,I,0.1,0.12,,-0.09,0.08,-0.04,0.1,Zapatero-Osorio2005,X,,,Argus,,P,1,D,X,,2,,1,3,,,,,,,,,
J0045+3611,00454267+3611406,004542.56+361139.1,,WISE J004542.56+361139.1,Mace2013,00 45 42.57,+36 11 39.0,11.427385,36.194163,T5,NIR,Mace2013,,,,,,(None),,,,,-112.6,13.5,-133.3,23.9,GagneBDs,,,,15.339,0.039,13.725,0.034,12.61,0.348,>9.28,,,,,,,,,,,,14.68,0.02,Mace2013,13.75,0.02,Mace2013,,,,,,,,,,16.145,0.078,16.036,0.148,15.798,0.199,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIR,,,,1,D,,,,1,,1,,,,,,,,,
J0046+0715,00464841+0715177,004648.47+071517.3,,2MASS J00464841+0715177,Wilson2003b,00 46 48.41,+07 15 17.7,11.701708,7.254917,M9 beta,Opt,Faherty2016,"Red, Low-gravity (Young?)",Faherty2016,,,,Columba,24,,,,98,22,-51,10,Faherty2016,-2.75,0.27,Faherty2016,12.07,0.026,11.638,0.022,11.139,0.181,9.024,,,,,,,,,,,,,,,,,,,,,,,,,,,13.885,0.026,13.178,0.034,12.546,0.025,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,Columba,,,1,D,X,,,,1,1,00464841+0715177,0.810414,2.42209,1791.5,SPeX,Montreal,J004648410715177.txt,,
J0047+6803,00470038+6803543,004701.07+680352.1,,WISEP J004701.06+680352.1,Gizis2012,00 47 00.38,+68 03 54.3,11.751583,68.065083,L7.5 p(red),NIR,Gizis2012,Young ; Red,Gizis2012 ; Thompson2013,AB Dor,Likely Member,Faherty2016,AB Dor,100,12.19512195,0.446162998,Faherty2016,387,4,-197,4,Faherty2016,-20,1.4,Faherty2016,11.876,0.023,11.268,0.02,10.327,0.072,9.095,0.453,,,,,,,,,,,,,,,,,,,,,,,,,,15.604,0.067,13.968,0.041,13.053,0.028,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIR,AB Dor,,,2,D,X,,,1,,1,,,,,,,,,
J0047-3710,00471348-3710282,004713.80-371033.3,,WISEA J004713.81-371033.7,Kirkpatrick2014,00 47 13.82,-37 10 33.7,11.807574,-37.176039,L4:,Opt,Kirkpatrick2014,Blue,Luhman2014a,,,,(None),,,,,353.4,11.2,-471.4,15,GagneBDs,,,,14.273,0.03,14.047,0.045,>12.988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.233,0.086,15.343,0.08,14.985,0.129,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIR,,,,1,W,,,,1,,1,,,,,,,,,
J0047+1546,,,,ULAS J004757+154641,Day-Jones2013,00 47 57.00,+15 46 41.0,11.9875,15.778056,T2,NIR,Day-Jones2013,Candidate L8 + T7 binary,Day-Jones2013,,,,(None),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIR,,,,1,D,,,,1,,1,,,,,,,,,
J0049+0440,00492826+0440575,004928.48+044059.9,,WISEPC J004928.48+044100.1,Kirkpatrick2011,00 49 28.48,+04 41 00.1,12.368667,4.683361,L9,NIR,Kirkpatrick2011,,,,,,(None),,,,,324.5,12.6,244.1,16,GagneBDs,,,,13.446,0.027,12.967,0.03,12.007,0.285,8.39,0.27,,,,,,,,,,,12.977,0.017,Kirkpatrick2011,12.95,0.017,Kirkpatrick2011,,,,,,,,,,15.854,0.066,14.674,0.067,14.17,0.065,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,X,,NIR,,,,1,D,X,,,1,,1,,,,,,,,,
J0049+2151,00494608+2151204,004945.61+215120.0,,WISE J004945.61+215120.0,Mace2013,00 49 45.65,+21 51 19.7,12.440225,21.855468,T8.5,NIR,Mace2013,,,,,,(None),,,,,-522.5,18.4,-30.8,17.8,GagneBDs,,,,15.471,0.043,12.969,0.027,11.729,0.171,>9.21,,,,,,,,,,,,15.01,0.02,Mace2013,13.04,0.02,Mace2013,,,,,,,,,,16.716,0.155,>16.510,,>15.856,,2MASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,0,,,,,,,,,
J0050-3322,00501994-3322402,005021.03-332228.9,,,Tinney2005,00 50 19.94,-33 22 40.2,12.583083,-33.377833,T7,NIR,Burgasser2006,,,,,,(None),,10.57,0.27,Dupuy2012,1197.95,112.18,902.72,120.63,Tinney2005,,,,15.54,0.048,13.55,0.036,11.9,0.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.928,0.069,15.838,0.191,15.241,0.185,2MASS,,,,,,,,,,,<0.7,0.4,Radigan2014b,,,,,,,,,,,,,X,,,,<0.7,,,W,X,,,,,0,00501994-3322402,0.651419,2.56057,244.4,SpeX Prism,SpeX,spex-prism_2MASSJ00501994-3322402_20040907_BUR06D.txt,,
